variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
phydiatos,Surface Mole Concentration of Diatoms Expressed as Carbon in Sea Water,mon,Omon,304.08,7257
sidmasstranx,X-Component of Sea-Ice Mass Transport,mon,SImon,303.10,23618
mrtws,Terrestrial Water Storage,mon,Emon,302.50,30472
phydiaz,Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,yr,Oyr,302.43,1811
sndmassmelt,Snow Mass Rate of Change Through Melt,mon,SImon,301.33,78028
osaltpsmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Submesoscale Advection,yr,Oyr,299.92,879
opottemppsmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,yr,Oyr,299.06,881
pr,Precipitation,subhrPt,CFsubhr,298.91,20634
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],mon,Omon,298.80,2532
bsios,Surface Mole Concentration of Particulate Organic Matter Expressed as Silicon in Sea Water,mon,Omon,298.57,3253
arag,Aragonite Concentration,yr,Oyr,298.40,20077
tntmp,,mon,CFmon,297.80,868
lwp,Liquid Water Path,mon,AERmon,297.08,14075
sidmasstrany,Y-Component of Sea-Ice Mass Transport,mon,SImon,296.90,23148
csoilslow,Carbon Mass in Slow Soil Pool,mon,Lmon,296.73,28540
snd,Snow Depth,day,Eday,296.25,5033
es,Bare Soil Evaporation,day,Eday,295.32,3446
emiss,Total Emission Rate of Sea-Salt Aerosol,mon,AERmon,294.29,9513
sossq,Square of Sea Surface Salinity,mon,Omon,294.06,3076
phnat,,mon,Omon,293.58,42
tntscpbl,,mon,CFmon,293.39,277
chl,,yr,Oyr,292.68,1645
intpbsi,Silicon Production,mon,Omon,292.36,5680
intpppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,mon,Omon,292.20,2262
o3ste,Stratospheric Ozone Tracer Volume Mixing Ratio,mon,AERmon,290.20,3433
phnat,Natural pH,mon,Omon,290.15,91
lossch4,,mon,AERmon,289.02,745
toz,,day,AERday,288.52,465
pathetao,,mon,Emon,288.46,128
tr,Surface Radiative Temperature,day,Eday,284.46,33619
clwvi,,mon,Amon,284.35,24171
vsf,Virtual Salt Flux into Sea Water,mon,Omon,284.26,1853
sbl,Surface Snow and Ice Sublimation Flux,mon,LImon,283.79,91098
tntrl,,mon,AERmon,283.78,515
sidmassmeltbot,Sea-Ice Mass Change Through Bottom Melting,mon,SImon,283.41,25296
mrfso,Soil Frozen Water Content,mon,Lmon,282.77,95812
frfe,Iron Loss to Sediments,mon,Omon,282.70,4260
orog,Surface Altitude,mon,Emon,280.59,32461
emibc,Total Emission Rate of Black Carbon Aerosol Mass,mon,AERmon,278.91,8390
sivoln,Sea-Ice Volume North,mon,SImon,278.37,56481
cland,Total Carbon in All Terrestrial Carbon Pools,mon,Emon,278.04,31338
limfediaz,Iron Limitation of Diazotrophs,mon,Omon,278.01,3951
mc,,mon,Amon,277.85,546
dpco2nat,Natural Delta CO2 Partial Pressure ,mon,Omon,277.08,127560
conccn,,mon,Emon,276.82,150
chlmisc,,mon,Omon,276.78,65
cfadlidarsr532,CALIPSO Scattering Ratio CFAD,mon,Emon,276.43,84
rsdt,,day,CFday,275.70,3922
dryso2,Dry Deposition Rate of SO2,mon,AERmon,275.65,9608
qgwr,Groundwater Recharge from Soil Layer,day,Eday,275.62,3450
cropfrac,Percentage Crop Cover,mon,Lmon,275.59,74320
baresoilfrac,Bare Soil Percentage Area Coverage,mon,Lmon,275.46,53006
siextents,Sea-Ice Extent South,mon,SImon,274.50,15422
co3os,Surface Carbonate Ion Concentration,mon,Omon,274.00,8103
sbl,Surface Snow and Ice Sublimation Flux,mon,Amon,272.83,73773
tauv,,day,Eday,271.75,2517
phyfe,,mon,Omon,270.72,53
minpblz,Minimum PBL Height,day,AERday,270.62,2927
frn,Nitrogen Loss to Sediments and Through Denitrification,mon,Omon,268.98,5903
siitdthick,Sea-Ice Thickness in Thickness Categories,mon,SImon,267.75,53714
hur,Relative Humidity,monC,Amon,266.77,192
no3,,yr,Oyr,265.33,1321
rls,Net Longwave Surface Radiation,day,Eday,264.27,1684
rlu,,mon,CFmon,264.17,182
intpoc,Particulate Organic Carbon Content,mon,Omon,263.29,8481
dissicnatos,Surface Natural Dissolved Inorganic Carbon Concentration,mon,Omon,262.02,1853
ccb,Air Pressure at Convective Cloud Base,mon,Amon,261.90,5599
loadbc,,day,Eday,261.16,354
intpcalcite,Calcite Production,mon,Omon,260.44,5686
thetaoga,Global Average Sea Water Potential Temperature,mon,Omon,260.15,154432
po4,,yr,Oyr,258.06,1331
siitdsnthick,Snow Thickness in Ice Thickness Categories,mon,SImon,257.33,1845
tnt,,mon,CFmon,257.05,444
emiso2,Total Emission Rate of SO2,mon,AERmon,256.89,8301
ppdiat,,mon,Emon,256.17,99
evspsbl,Evaporation Including Sublimation and Transpiration,subhrPt,CFsubhr,255.66,4849
evspsblpot,Potential Evapotranspiration,mon,Emon,254.94,62281
dmsos,Surface Mole Concentration of Dimethyl Sulphide in Sea Water,mon,Omon,253.39,24134
zsatcalc,Calcite Saturation Depth,mon,Omon,252.93,3233
siflswdtop,Downwelling Shortwave Flux over Sea Ice,mon,SImon,252.09,48049
cproduct,Carbon Mass in Products of Land-Use Change,mon,Lmon,252.00,69705
clt,Total Cloud Cover Percentage,day,Eday,251.22,1426
msftmzmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,251.21,11390
sisnhc,Snow Heat Content per Unit Area,mon,SImon,250.77,8333
sidmassmelttop,Sea-Ice Mass Change Through Surface Melting,mon,SImon,248.88,24999
dryss,Dry Deposition Rate of Sea-Salt Aerosol,mon,AERmon,248.59,8136
siareas,Sea-Ice Area South,mon,SImon,247.51,17972
pso,Sea Water Pressure at Sea Water Surface,mon,Omon,246.38,36110
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,Emon,246.20,403
lai,,mon,Lmon,245.74,49425
fraclut,Percentage of Grid Cell for Each Land-Use Tile,mon,Emon,245.46,24979
physi,,mon,Omon,244.43,47
pathetao,Sea Water Additional Potential Temperature,mon,Emon,244.28,200
tsn,Snow Internal Temperature,mon,LImon,243.90,113945
drydust,Dry Deposition Rate of Dust,mon,AERmon,243.35,7535
conccn,Aerosol Number Concentration,,Emon,243.08,119
rlucs,,mon,CFmon,239.41,146
sidmassdyn,Sea-Ice Mass Change from Dynamics,mon,SImon,237.33,8557
rsutaf,TOA Outgoing Aerosol-Free Shortwave Radiation,mon,AERmon,237.23,9545
simass,,mon,SImon,236.35,23638
phydiazos,Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,mon,Omon,235.24,1631
intpbn,Nitrogen Production,mon,Omon,235.20,2734
csoilpools,Carbon Mass in Each Model Soil Pool (Summed over Vertical Levels),mon,Emon,234.68,3822
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,mon,Emon,233.49,2394
thetaot300,Depth Average Potential Temperature of Upper 300m,mon,Emon,233.17,48700
o3prod,,mon,AERmon,232.55,304
wetdust,Wet Deposition Rate of Dust,mon,AERmon,232.46,7121
chlpicoos,Surface Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,231.09,1645
thetaot700,Depth Average Potential Temperature of Upper 700m,mon,Emon,230.88,28702
ponos,Surface Mole Concentration of Particulate Organic Matter Expressed as Nitrogen in Sea Water,mon,Omon,230.74,3848
od550ss,Sea-Salt Aerosol Optical Depth at 550nm,mon,AERmon,230.32,9481
sidconcth,Sea-Ice Area Percentage Tendency Due to Thermodynamics,mon,SImon,229.04,8197
chlos,,day,Oday,228.80,477
mrsll,Liquid Water Content of Soil Layer,,Emon,227.90,4213
wtd,Water Table Depth,day,Eday,227.63,2974
bfeos,Surface Mole Concentration of Particulate Organic Matter Expressed as Iron in Sea Water,mon,Omon,227.28,1698
wetso2,Wet Deposition Rate of SO2,mon,AERmon,226.42,8201
uv,Product of Eastward Wind and Northward Wind,,Emon,225.95,46
bldep,Boundary Layer Depth,mon,AERmon,225.79,25470
sfo3max,,day,AERday,225.13,4439
spco2,,mon,Omon,225.11,4239
rsutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation",mon,AERmon,225.04,11635
limirrpico,Irradiance Limitation of Picophytoplankton,mon,Omon,224.67,1583
sihc,Sea-Ice Heat Content per Unit Area,mon,SImon,224.56,20333
ztp,Tropopause Altitude Above Geoid,mon,AERmon,224.17,8516
cltisccp,ISCCP Total Cloud Cover Percentage,mon,CFmon,223.83,7687
prthetao,Sea Water Redistributed Potential Temperature,mon,Emon,223.54,182
zsatarag,Aragonite Saturation Depth,mon,Omon,222.59,1644
wtd,Water Table Depth,mon,Emon,221.93,4776
phypicoos,Surface Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,mon,Omon,221.49,1549
no2,,mon,AERmon,221.37,574
siitdconc,,mon,SImon,220.61,812
sistrxubot,X-Component of Ocean Stress on Sea Ice,mon,SImon,220.00,8269
emiso4,Total Direct Emission Rate of SO4,mon,AERmon,219.76,6715
fveglitter,Total Carbon Mass Flux from Vegetation to Litter,mon,Lmon,219.70,44511
sisnthick,,mon,SImon,219.21,11290
tnta,,mon,CFmon,218.97,659
wetss,Wet Deposition Rate of Sea-Salt Aerosol,mon,AERmon,218.75,5953
mrsos,,mon,Lmon,218.54,49025
talk,,yr,Oyr,217.85,1367
rzwc,Root Zone Soil Moisture,day,Eday,217.13,12610
rss,Net Shortwave Surface Radiation,day,Eday,216.72,1759
croot,Carbon Mass in Roots,mon,Lmon,215.87,34011
dmso,,mon,Omon,215.50,55
mrros,,day,Eday,214.95,2822
prveg,Precipitation onto Canopy,mon,Lmon,214.59,18122
limirrdiaz,Irradiance Limitation of Diazotrophs,mon,Omon,213.64,1684
sidconcdyn,Sea-Ice Area Percentage Tendency Due to Dynamics,mon,SImon,213.51,5215
sistryubot,Y-Component of Ocean Stress on Sea Ice,mon,SImon,213.13,6161
tnhusscp,Tendency of Specific Humidity Due to Stratiform Clouds and Precipitation,,Emon,212.82,157
phynos,Surface Mole Concentration of Phytoplankton Nitrogen in Sea Water,mon,Omon,212.29,1747
cleaf,Carbon Mass in Leaves,mon,Lmon,211.51,30259
tauu,,day,Eday,211.10,2296
chegpso4,,mon,AERmon,210.44,267
loaddust,Load of Dust,mon,Emon,209.82,8686
u2,Mean-Squared Eastward Wind Speed,,Emon,209.06,94
hfss,Surface Upward Sensible Heat Flux,subhrPt,CFsubhr,208.45,683
tntc,,mon,CFmon,207.87,319
cli,Mass Fraction of Cloud Ice,monC,Amon,207.71,99
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,Emon,207.23,1192
ut,Product of Air Temperature and Eastward Wind,,Emon,206.66,91
thetaot2000,Depth Average Potential Temperature of Upper 2000m,mon,Emon,206.53,28118
vas,,6hr,6hrPlev,206.14,763
msftbarot,,mon,Omon,204.86,11207
sidmassgrowthwat,Sea-Ice Mass Change Through Growth in Supercooled Open Water (Frazil),mon,SImon,204.11,20034
ec550aer,Aerosol Extinction Coefficient,,Emon,203.75,104
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,,Emon,203.46,75
npp,,mon,Lmon,203.40,42860
intvaw,Vertically Integrated Northward Moisture Transport,mon,Emon,203.26,5173
mrtws,Terrestrial Water Storage,day,Eday,202.49,4227
vt,Product of Air Temperature and Northward Wind,,Emon,200.51,49
limfepico,Iron Limitation of Picophytoplankton,mon,Omon,200.00,1489
areacello,Grid-Cell Area for Ocean Variables,fx,Ofx,198.67,85196
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,,Emon,198.62,146
clw,Mass Fraction of Cloud Liquid Water,monC,Amon,198.61,102
intuaw,Vertically Integrated Eastward Moisture Transport,mon,Emon,198.49,7053
concnmcn,Number Concentration of Nucleation Mode Aerosol,,Emon,198.40,59
phycos,,day,Oday,195.94,442
sispeed,,day,SIday,195.68,1199
reffclwtop,Cloud-Top Effective Droplet Radius,mon,AERmon,195.57,3853
hfls,Surface Upward Latent Heat Flux,subhrPt,CFsubhr,194.75,734
siflcondtop,Net Conductive Heat Flux in Ice at the Surface,mon,SImon,194.60,12176
ppmisc,,mon,Emon,193.90,87
fgco2,Surface Downward Mass Flux of Carbon as CO2 [kgC m-2 s-1],yr,Oyr,193.35,29905
rsucs,,mon,CFmon,193.02,138
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,,Emon,192.87,78
wetbc,Wet Deposition Rate of Black Carbon Aerosol Mass,mon,AERmon,192.59,6267
limnpico,Nitrogen Limitation of Picophytoplankton,mon,Omon,192.37,1438
sidmassgrowthbot,Sea-Ice Mass Change Through Basal Growth,mon,SImon,191.75,19847
rlutaf,TOA Outgoing Aerosol-Free Longwave Radiation,mon,AERmon,191.39,8399
vwap,Product of Northward Wind and Omega,mon,Emon,189.97,75
airmass,,mon,AERmon,189.77,340
osaltrmadvect,,yr,Oyr,187.61,193
albisccp,ISCCP Mean Cloud Albedo,mon,CFmon,186.85,7157
osaltpadvect,,yr,Oyr,186.33,188
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",day,Eday,186.16,81
limfemisc,Iron Limitation of Other Phytoplankton,mon,Omon,186.00,6771
phypos,Surface Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,mon,Omon,185.91,1357
detoc,,yr,Oyr,185.26,482
phnatos,Surface Natural pH,mon,Omon,185.24,2166
volo,Sea Water Volume,mon,Omon,184.71,109478
osaltpmdiff,,yr,Oyr,184.07,187
opottemppadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,,Emon,182.84,56
osaltdiff,,yr,Oyr,182.02,191
soga,Global Mean Sea Water Salinity,mon,Omon,181.93,126067
epc100,,mon,Omon,181.83,5645
osalttend,,yr,Oyr,181.31,187
rlut,TOA Outgoing Longwave Radiation,subhrPt,CFsubhr,179.98,607
ares,Aerodynamic Resistance,day,Eday,179.62,530
emidms,Total Emission Rate of DMS,mon,AERmon,179.36,6811
hfdsn,Downward Heat Flux into Snow Where Land over Land,mon,LImon,179.30,63742
volcello,Ocean Grid-Cell Volume,fx,Ofx,179.14,21742
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),mon,Emon,178.96,675
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,mon,CFmon,178.76,17920
phabio,Abiotic pH,mon,Omon,178.39,33
dfe,,yr,Oyr,177.75,1221
zooc,,yr,Oyr,177.33,493
co3satcalcos,Surface Mole Concentration of Carbonate Ion in Equilibrium with Pure Calcite in Sea Water,mon,Omon,176.74,1617
od870aer,Ambient Aerosol Optical Depth at 870nm,mon,AERmon,176.46,7270
hus,,subhrPt,CFsubhr,176.38,248
loadso4,Load of SO4,mon,Emon,175.52,2266
pbsi,Biogenic Silicon Production,mon,Omon,175.24,776
difvho,,yr,Oyr,174.93,183
prc,,3hr,3hr,174.78,301
fluc,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],mon,Emon,174.54,52376
abs550aer,,mon,AERmon,174.51,100011
rh,,3hr,E3hr,174.20,94
siage,Age of Sea Ice,mon,SImon,173.16,25369
vsfevap,Virtual Salt Flux into Sea Water Due to Evaporation,mon,Omon,172.56,1015
uwap,Product of Eastward Wind and Omega,mon,Emon,172.47,68
vegfrac,Total Vegetated Percentage Cover,mon,Emon,172.46,54655
tslsi,,day,day,171.57,7490
dissicabioos,Surface Abiotic Dissolved Inorganic Carbon Concentration,mon,Omon,171.33,964
flittersoil,Total Carbon Mass Flux from Litter to Soil,mon,Lmon,171.24,40044
o3loss,,mon,AERmon,170.75,310
chlos,,mon,Omon,169.46,2538
sipr,Rainfall Rate over Sea Ice,mon,SImon,168.64,2993
dissicnat,,yr,Oyr,168.51,882
sicompstren,Compressive Sea Ice Strength,mon,SImon,168.46,17530
jpdftaureliqmodis,,day,Eday,168.36,283
loadss,Load of Sea-Salt Aerosol,mon,Emon,167.78,2509
prsnc,Convective Snowfall Flux,day,Eday,166.84,11
rlutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Longwave Radiation",mon,AERmon,166.73,8021
difvso,,yr,Oyr,166.21,179
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,mon,Emon,166.17,2559
hfsnthermds,Heat Flux into Sea Water Due to Snow Thermodynamics,mon,Omon,166.09,1207
rsut,TOA Outgoing Shortwave Radiation,subhrPt,CFsubhr,165.37,644
wsgmax10m,,6hr,6hrPlev,165.20,296
t2,Mean-Squared Air Temperature,,Emon,164.22,92
vsfpr,Virtual Salt Flux into Sea Water Due to Rainfall,mon,Omon,163.90,953
intvadse,Vertically Integrated Northward Dry Static Energy Transport,mon,Emon,163.73,3602
cltc,Convective Cloud Cover Percentage,mon,AERmon,163.66,5803
cfaddbze94,CloudSat Radar Reflectivity CFAD,mon,Emon,162.85,44
ts,,3hrPt,CF3hr,162.85,38
rsdt,TOA Incident Shortwave Radiation,subhrPt,CFsubhr,162.14,596
cfadlidarsr532,CALIPSO Scattering Ratio CFAD,3hrPt,E3hrPt,160.49,146
siflcondbot,Net Conductive Heat Fluxes in Ice at the Bottom,mon,SImon,160.48,8286
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Amon,159.97,48921
sci,Fraction of Time Shallow Convection Occurs,mon,Amon,159.84,4290
siflsensupbot,Net Upward Sensible Heat Flux Under Sea Ice,mon,SImon,159.22,2752
co3sataragos,Surface Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,mon,Omon,157.25,1561
sitemptop,,mon,SImon,156.79,17813
cls,,mon,CFmon,156.66,156
siflswutop,Upwelling Shortwave Flux over Sea Ice,mon,SImon,156.36,5916
arag,,yr,Oyr,156.31,381
hfgeou,Upward Geothermal Heat Flux at Sea Floor,mon,Omon,156.00,19813
sisaltmass,Mass of Salt in Sea Ice per Area,mon,SImon,154.31,5357
rsds,Surface Downwelling Shortwave Radiation,mon,ImonGre,154.03,11953
wetoa,Wet Deposition Rate of Dry Aerosol Total Organic Matter,mon,AERmon,153.58,5317
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],mon,Omon,152.65,1815
rsds,Surface Downwelling Shortwave Radiation,mon,ImonAnt,152.04,9888
sndmassdyn,Snow Mass Rate of Change Through Advection by Sea-Ice Dynamics,mon,SImon,151.93,6332
talknatos,Surface Natural Total Alkalinity,mon,Omon,151.43,1384
cltcalipso,CALIPSO Total Cloud Cover Percentage,mon,CFmon,151.38,5241
netatmoslandco2flux,Net Flux of CO2 Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,150.28,15904
sitimefrac,,day,SIday,149.88,1558
ocontemprmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,,Emon,149.29,94
dpco2abio,Abiotic Delta Pco Partial Pressure,mon,Omon,149.26,1212
hfls,,day,Eday,148.58,860
sidmasslat,Lateral Sea Ice Melt Rate,mon,SImon,148.42,3442
hfss,,day,Eday,148.33,1103
intuadse,Vertically Integrated Eastward Dry Statice Energy Transport,mon,Emon,148.30,3594
evspsblpot,Potential Evapotranspiration,day,Eday,147.81,40021
pctisccp,ISCCP Mean Cloud Top Pressure,mon,CFmon,146.97,6026
mlotstmax,,mon,Omon,146.60,114008
utendogw,,mon,Emon,146.33,244
detocos,Surface Detrital Organic Carbon Concentration,mon,Omon,145.86,1019
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,mon,CFmon,145.49,17353
hfdsl,Downward Heat Flux at Land Surface,day,Eday,144.84,1086
thetao,Sea Water Potential Temperature,dec,Odec,144.56,2370
dryoa,Dry Deposition Rate of Dry Aerosol Total Organic Matter,mon,AERmon,144.36,5449
clhcalipso,CALIPSO High Level Cloud Area Percentage,mon,CFmon,142.53,14895
burntfractionall,Percentage of Entire Grid cell  that is Covered by Burnt Vegetation (All Classes),mon,Lmon,140.87,18799
sivols,Sea-Ice Volume South,mon,SImon,139.54,11853
ta,,3hrPt,CF3hr,139.51,48
ocontempdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,,Emon,139.42,56
mrros,,mon,Lmon,139.39,34137
spco2nat,Natural Surface Aqueous Partial Pressure of CO2,mon,Omon,139.36,3573
sndmasssi,Snow Mass Rate of Change Through Snow-to-Ice Conversion,mon,SImon,139.02,3207
expc,,yr,Oyr,138.98,356
ffire,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Excluding Land-Use Change [kgC m-2 s-1],mon,Lmon,137.90,79660
sfcwind,,6hrPt,6hrPlevPt,137.88,468
aoanh,Northern Hemisphere Tracer Lifetime,mon,AERmon,137.77,29
sbl,Surface Snow and Ice Sublimation Flux,day,Eday,137.75,1675
sconcdust,Surface Concentration of Dust,mon,Emon,137.56,2711
csoil,Carbon Mass in Model Soil Pool,,Emon,137.30,20031
o3,Mole Fraction of O3,monC,Amon,137.21,230
pbo,,mon,Omon,137.10,4829
tdps,2m Dewpoint Temperature,,Emon,136.75,425
ph,,yr,Oyr,136.59,2485
wa,,mon,AERmon,136.53,289
ocontemprmadvect,,yr,Oyr,136.42,138
tauu,Surface Downward Eastward Wind Stress,subhrPt,CFsubhr,135.16,628
tsland,Land Surface Temperature,day,Eday,134.88,1085
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,,Emon,134.82,92
emioa,Primary Emission and Chemical Production of Dry Aerosol Organic Matter,mon,AERmon,134.64,5770
aod550volso4,Aerosol Optical Depth at 550nm Due to Stratospheric Volcanic Aerosols,day,Eday,134.48,1510
pnitrate,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,mon,Omon,134.09,655
siflfwbot,Freshwater Flux from Sea Ice,mon,SImon,133.32,6176
tauv,Surface Downward Northward Wind Stress,subhrPt,CFsubhr,133.29,422
clt,Total Cloud Cover Percentage,subhrPt,CFsubhr,132.90,456
phabioos,Surface Abiotic pH,mon,Omon,132.81,999
vas,Northward Near-Surface Wind,subhrPt,CFsubhr,132.65,446
